Order_ID,Date,Warehouse,Dealer,Customer_ID,Machine_ID,Machine_Type,Order_Quantity,Production_Status,Inventory_Level,Change_Type,Order_Volatility,Lead_Time_Days,Delay_Days
O900453,19-10-2021,,Dealer_C,Cust002,MC005,Type5,23,Delayed,222,Supplier Delay,High,5,0
O887605,19-10-2021,WH001,Dealer_C,Cust005,MC003,Type4,38,Critical Delay,176,Supplier Delay,Medium,7,0
O919738,19-10-2021,WH004,Dealer_C,Cust004,MC005,Type3,2,On-Time,350,,,6,80
O524352,20-10-2021,WH001,Dealer_D,Cust002,MC003,Type5,33,Critical Delay,,Supplier Delay,Medium,22,0
O117275,20-10-2021,WH004,Dealer_C,Cust003,MC005,Type1,10,Delayed,495,,Medium,32,0
O247559,20-10-2021,WH003,Dealer_E,Cust004,MC004,Type1,1,Critical Delay,55,Delayed Approval,High,40,0
O349036,20-10-2021,WH001,Dealer_C,Cust002,,Type3,4,Critical Delay,388,,Low,34,0
O428335,20-10-2021,WH001,Dealer_E,Cust005,MC005,Type2,34,On-Time,,,Low,7,0
O843475,20-10-2021,WH004,Dealer_A,Cust003,MC003,Type1,47,On-Time,414,,Low,44,0
O343132,21-10-2021,WH004,Dealer_C,Cust004,MC004,,49,Critical Delay,140,Urgent Order Change,Medium,10,0
O907777,21-10-2021,WH003,Dealer_E,Cust004,MC003,Type4,27,Delayed,1557,Delayed Approval,High,20,0
O747007,21-10-2021,WH001,Dealer_D,,MC002,Type4,26,On-Time,185,Urgent Order Change,Medium,35,0
O405408,21-10-2021,WH001,Dealer_C,Cust003,MC003,Type1,17,Critical Delay,277,Urgent Order Change,High,49,7
O888498,21-10-2021,WH003,Dealer_C,Cust005,MC001,Type3,26,On-Time,356,Supplier Delay,Low,10,0
O165427,21-10-2021,WH003,Dealer_B,,MC003,Type3,37,Critical Delay,152,,Low,26,0
O966740,22-10-2021,,Dealer_E,Cust001,MC002,Type5,25,Delayed,35,,Low,11,0
O599061,22-10-2021,WH004,Dealer_B,Cust003,MC004,Type2,11,Delayed,407,Urgent Order Change,High,29,0
O545496,22-10-2021,WH003,Dealer_B,Cust005,MC004,Type1,23,Delayed,309,Supplier Delay,Medium,47,0
O697046,22-10-2021,WH001,Dealer_C,Cust005,MC005,Type3,21,On-Time,411,,Low,36,14
O411224,22-10-2021,WH003,Dealer_E,Cust001,MC004,Type1,32,Critical Delay,311,Delayed Approval,Low,18,0
O540016,22-10-2021,WH001,Dealer_B,Cust003,MC003,Type2,14,Delayed,255,,Low,36,0
O914274,22-10-2021,WH003,Dealer_B,Cust005,MC005,Type2,36,On-Time,179,Delayed Approval,Low,31,12
O511437,23-10-2021,WH004,Dealer_E,Cust004,MC005,Type5,32,Critical Delay,169,Delayed Approval,High,28,17
O852185,23-10-2021,WH004,Dealer_B,Cust003,MC003,Type5,4,Critical Delay,466,Urgent Order Change,Medium,38,0
O533501,23-10-2021,WH004,Dealer_C,Cust002,MC002,Type2,18,Delayed,127,Supplier Delay,Low,33,0
O364746,23-10-2021,WH001,,Cust003,MC002,Type2,35,On-Time,401,,Low,5,19
,23-10-2021,WH001,Dealer_B,Cust004,MC003,Type5,1,On-Time,486,Supplier Delay,Low,41,10
O677571,23-10-2021,WH001,Dealer_C,Cust005,MC002,Type2,23,On-Time,384,Feature Update,High,48,0
O411863,23-10-2021,WH004,Dealer_A,Cust002,MC004,Type1,5,On-Time,,Delayed Approval,Low,12,
O686463,23-10-2021,WH002,Dealer_D,Cust004,MC003,Type3,23,Critical Delay,32,Feature Update,Medium,47,5
,23-10-2021,WH002,Dealer_E,Cust001,,Type3,13,On-Time,225,,Low,30,4
O699923,24-10-2021,,Dealer_E,Cust003,MC002,Type4,33,On-Time,312,Urgent Order Change,Medium,12,5
O495048,24-10-2021,WH004,,Cust003,MC002,Type5,20,On-Time,70,,Low,14,0
O470133,24-10-2021,WH003,Dealer_D,Cust003,MC004,Type5,5,Delayed,16,Urgent Order Change,High,10,0
,24-10-2021,WH003,Dealer_A,Cust003,MC003,Type2,49,Delayed,158,Feature Update,Low,47,0
O661137,24-10-2021,WH002,Dealer_A,Cust002,MC004,Type1,11,On-Time,216,Urgent Order Change,High,13,19
O885952,24-10-2021,WH002,Dealer_A,Cust003,MC002,Type1,19,Critical Delay,219,,High,44,0
O520586,24-10-2021,,Dealer_C,Cust005,MC003,Type1,28,On-Time,307,Urgent Order Change,Medium,42,0
O199943,25-10-2021,WH003,Dealer_C,Cust002,MC001,,35,Critical Delay,,Urgent Order Change,High,,10
O937078,25-10-2021,WH001,Dealer_A,Cust001,MC002,Type3,12,Critical Delay,495,,High,17,4
O823978,25-10-2021,WH002,Dealer_E,Cust004,MC002,Type4,3,On-Time,197,,High,38,19
O877078,25-10-2021,WH002,Dealer_A,Cust001,MC005,Type2,35,Delayed,166,Delayed Approval,Medium,9,0
O958325,25-10-2021,WH001,Dealer_D,Cust002,MC002,Type4,29,On-Time,19,Supplier Delay,High,27,15
O824654,25-10-2021,WH004,Dealer_D,,MC005,,,Delayed,257,Supplier Delay,Low,14,11
O833175,26-10-2021,WH004,Dealer_A,Cust002,MC004,Type4,1,On-Time,166,,Low,43,12
O440543,,WH004,Dealer_B,Cust002,MC005,Type2,40,Delayed,,Urgent Order Change,Low,10,0
O517868,26-10-2021,WH003,Dealer_B,Cust004,MC004,Type4,4,Delayed,220,Delayed Approval,Medium,46,9
O480832,26-10-2021,WH003,Dealer_B,Cust001,MC005,Type4,13,Delayed,179,Supplier Delay,Medium,12,0
O164419,26-10-2021,WH003,Dealer_D,Cust004,MC001,Type2,16,Delayed,177,Supplier Delay,Medium,30,19
O312013,26-10-2021,WH003,Dealer_A,Cust005,MC005,Type5,,On-Time,95,Delayed Approval,Medium,31,0
O737813,26-10-2021,WH003,Dealer_E,Cust002,MC004,Type4,49,On-Time,396,,Low,36,0
O202344,26-10-2021,WH002,Dealer_B,Cust002,MC004,Type1,11,On-Time,2826,Supplier Delay,Low,15,0
O728751,,WH004,Dealer_D,Cust001,MC004,Type2,,Critical Delay,55,,,10,14
O327984,27-10-2021,WH001,Dealer_C,Cust003,MC004,Type5,47,Critical Delay,468,Urgent Order Change,High,29,4
,27-10-2021,WH004,Dealer_D,Cust002,MC003,Type3,28,Critical Delay,,Supplier Delay,High,20,1
O899956,27-10-2021,WH003,Dealer_D,Cust002,MC002,Type4,29,Delayed,294,Urgent Order Change,Medium,15,0
O131613,27-10-2021,WH004,Dealer_A,Cust005,MC002,Type5,27,Delayed,231,,High,7,0
O487957,27-10-2021,WH001,Dealer_B,Cust002,MC003,Type4,30,,220,Feature Update,High,33,7
O881993,,WH002,Dealer_C,Cust002,MC001,Type4,12,Critical Delay,362,Supplier Delay,High,35,0
O120531,28-10-2021,WH001,Dealer_C,Cust001,MC004,Type5,27,Critical Delay,,Feature Update,Medium,19,0
O724644,28-10-2021,WH001,Dealer_E,Cust001,MC001,Type1,7,On-Time,309,Supplier Delay,Low,6,1
O154719,28-10-2021,WH002,Dealer_B,,MC003,Type3,48,Critical Delay,365,Urgent Order Change,Low,27,0
O342970,28-10-2021,WH002,Dealer_C,Cust001,MC005,,46,Delayed,455,Feature Update,High,17,0
O690612,29-10-2021,WH001,,Cust003,MC001,Type5,14,Critical Delay,91,Delayed Approval,High,25,0
O363087,29-10-2021,WH003,Dealer_E,Cust004,MC001,Type2,5,On-Time,397,Delayed Approval,Low,8,0
O727199,29-10-2021,WH003,Dealer_E,Cust005,MC004,,20,On-Time,47,Delayed Approval,High,40,0
O550380,30-10-2021,WH003,,Cust005,MC001,Type1,20,On-Time,192,Supplier Delay,Medium,42,0
O494632,30-10-2021,WH001,Dealer_A,Cust002,MC005,Type4,37,Delayed,416,,Medium,31,17
O642204,30-10-2021,WH002,Dealer_D,Cust001,MC001,Type5,36,Delayed,2673,Supplier Delay,Medium,42,0
O751990,30-10-2021,WH001,Dealer_A,Cust003,MC004,Type1,17,Delayed,280,Urgent Order Change,Medium,35,0
O875142,30-10-2021,WH003,Dealer_B,Cust002,MC004,Type2,14,Critical Delay,38,Feature Update,Medium,19,0
O119498,30-10-2021,WH001,Dealer_C,Cust005,MC003,Type1,5,On-Time,153,Feature Update,Low,,0
O226108,31-10-2021,WH001,Dealer_D,Cust002,,Type2,21,Delayed,270,,Medium,26,8
O313461,31-10-2021,WH002,,Cust004,MC003,Type1,12,Critical Delay,310,,Low,13,0
O225009,31-10-2021,WH003,Dealer_A,Cust001,,Type3,36,On-Time,244,Feature Update,Low,49,0
O734680,31-10-2021,WH004,Dealer_C,Cust001,MC002,Type2,20,On-Time,439,Supplier Delay,Low,31,0
O382270,31-10-2021,WH003,Dealer_B,Cust001,MC004,,4,Delayed,3582,,Low,24,0
O467534,01-11-2021,WH001,Dealer_B,,MC002,Type4,32,On-Time,106,Feature Update,Low,18,0
O613425,01-11-2021,WH002,Dealer_B,Cust005,MC002,Type1,5,Critical Delay,41,,Low,10,0
O841381,01-11-2021,WH004,Dealer_B,Cust004,MC003,Type2,,On-Time,232,,Low,37,5
O298753,01-11-2021,WH001,Dealer_E,Cust002,MC004,Type5,15,,391,Delayed Approval,Low,45,1
O615644,01-11-2021,WH004,Dealer_E,Cust004,MC005,Type5,44,Delayed,313,Supplier Delay,High,40,0
O903714,01-11-2021,WH003,Dealer_E,Cust003,MC001,,34,On-Time,316,Delayed Approval,Medium,17,0
O667666,01-11-2021,WH001,Dealer_D,,MC004,Type1,49,Critical Delay,77,,Medium,42,0
O893009,01-11-2021,WH004,Dealer_E,Cust002,MC001,Type2,19,Critical Delay,146,Supplier Delay,Low,28,0
O745205,01-11-2021,WH004,,Cust005,MC004,Type2,23,Critical Delay,141,Supplier Delay,Low,,0
O892820,02-11-2021,,Dealer_E,Cust005,MC002,,45,Delayed,403,,High,32,0
O840183,02-11-2021,WH002,Dealer_B,Cust003,MC002,Type4,16,On-Time,289,,High,20,
O363300,02-11-2021,WH003,,Cust005,MC002,Type4,1,Critical Delay,151,Urgent Order Change,High,38,2
O957305,02-11-2021,WH004,Dealer_D,Cust001,MC004,Type2,42,On-Time,59,Supplier Delay,,13,0
O385605,02-11-2021,WH001,Dealer_B,Cust005,MC005,Type2,2,On-Time,305,Feature Update,High,35,0
O646686,,WH003,Dealer_A,,MC003,Type3,,Delayed,431,Urgent Order Change,High,28,0
O336176,02-11-2021,WH001,Dealer_C,Cust002,MC001,Type5,41,,142,Delayed Approval,High,47,2
O421737,02-11-2021,WH001,Dealer_D,Cust002,MC004,Type3,21,Delayed,350,Feature Update,Low,6,0
O474213,02-11-2021,WH004,Dealer_B,Cust005,MC002,Type2,195,On-Time,166,,Low,27,12
O993444,03-11-2021,WH002,,Cust004,MC002,Type2,27,Critical Delay,82,Delayed Approval,Medium,16,0
O102189,03-11-2021,WH002,Dealer_E,Cust004,MC004,Type4,37,On-Time,123,Supplier Delay,Low,6,0
O535712,03-11-2021,WH001,Dealer_B,,MC004,Type4,3,Critical Delay,,,Medium,44,17
O514774,03-11-2021,WH003,Dealer_D,Cust005,MC003,Type2,10,Critical Delay,299,Supplier Delay,Medium,40,0
O673933,03-11-2021,WH003,Dealer_D,,MC004,Type2,44,,349,Feature Update,Medium,43,15
O406049,03-11-2021,WH002,Dealer_B,Cust004,MC001,Type2,2,Critical Delay,389,,Medium,10,16
O600136,04-11-2021,WH001,Dealer_E,Cust001,MC004,Type3,10,Critical Delay,177,Supplier Delay,Medium,17,0
O698623,04-11-2021,WH004,Dealer_D,Cust002,MC005,Type1,21,On-Time,121,Feature Update,,43,0
O270953,04-11-2021,WH002,Dealer_A,,MC001,Type5,8,Delayed,265,Delayed Approval,Medium,5,0
O896903,04-11-2021,WH002,Dealer_E,Cust001,MC001,Type3,27,On-Time,3528,Urgent Order Change,Low,9,10
O222964,05-11-2021,WH002,Dealer_D,Cust004,MC001,Type1,33,Delayed,114,Delayed Approval,High,45,0
O480592,05-11-2021,WH004,Dealer_B,Cust001,MC002,Type2,8,,394,Urgent Order Change,Medium,25,1
O948561,,WH003,,Cust005,MC004,Type2,23,Delayed,454,Delayed Approval,High,31,0
O814528,05-11-2021,WH003,Dealer_D,Cust002,MC001,Type2,23,Delayed,348,,High,23,0
O412455,,WH003,Dealer_C,Cust001,MC005,Type3,49,,,Urgent Order Change,High,,0
O586760,05-11-2021,WH004,Dealer_A,Cust005,MC001,Type2,47,Critical Delay,448,Delayed Approval,Low,38,0
O300826,05-11-2021,WH004,Dealer_C,Cust004,MC001,Type1,46,Delayed,217,Supplier Delay,Low,15,0
O737038,05-11-2021,WH002,Dealer_B,Cust002,MC002,Type5,45,On-Time,495,Feature Update,Medium,18,0
O375309,,WH001,Dealer_B,Cust002,MC003,Type5,25,On-Time,122,,Low,5,18
O919905,06-11-2021,WH002,Dealer_B,Cust004,MC004,Type5,7,,151,Urgent Order Change,High,84,0
O730246,06-11-2021,WH002,Dealer_D,Cust004,MC001,Type5,2,Critical Delay,156,Delayed Approval,,43,15
O165024,06-11-2021,WH001,Dealer_A,Cust005,MC004,Type3,33,Critical Delay,292,Urgent Order Change,Low,28,0
O800619,06-11-2021,WH004,Dealer_A,,MC001,Type3,8,Delayed,466,Supplier Delay,Low,13,0
O115101,,WH001,Dealer_B,Cust001,MC002,Type1,2,Critical Delay,472,Supplier Delay,Medium,45,
O647945,06-11-2021,WH004,Dealer_A,Cust002,MC005,Type1,6,On-Time,49,Feature Update,Low,33,0
O680874,06-11-2021,WH001,Dealer_E,Cust001,MC003,Type4,6,Critical Delay,144,Feature Update,High,40,0
O908182,07-11-2021,WH001,Dealer_C,Cust003,MC003,Type1,23,,498,Delayed Approval,Low,35,
O799904,07-11-2021,WH001,Dealer_E,Cust004,MC001,Type2,30,Delayed,223,Feature Update,High,,0
,07-11-2021,WH004,Dealer_C,Cust001,MC004,Type5,12,Delayed,287,Delayed Approval,Medium,12,0
O297905,07-11-2021,WH001,Dealer_A,Cust004,MC003,Type5,48,On-Time,373,Feature Update,Low,7,0
O853884,,WH004,Dealer_C,Cust001,MC002,Type1,36,On-Time,308,,Medium,40,5
O383140,07-11-2021,WH001,Dealer_B,Cust004,MC001,Type3,49,Critical Delay,399,Urgent Order Change,High,49,0
O733829,07-11-2021,WH001,Dealer_D,,MC002,Type3,12,On-Time,468,,Medium,28,0
O865331,07-11-2021,WH002,Dealer_E,,MC001,Type4,30,Delayed,68,Feature Update,Medium,7,0
O968542,08-11-2021,WH004,Dealer_D,Cust002,MC001,Type3,35,Critical Delay,191,Supplier Delay,High,27,0
O140261,08-11-2021,WH003,Dealer_B,Cust002,MC005,Type3,16,Delayed,204,,Low,198,0
O874731,08-11-2021,WH001,Dealer_E,Cust005,MC002,Type2,23,Delayed,428,Urgent Order Change,High,20,0
O966592,08-11-2021,WH002,Dealer_C,Cust005,MC001,Type3,27,Delayed,15,Delayed Approval,Low,14,0
O690560,09-11-2021,WH002,Dealer_A,Cust004,MC005,Type5,37,Delayed,214,Delayed Approval,Low,33,0
O477421,09-11-2021,WH004,Dealer_B,Cust001,MC002,Type4,26,,395,Supplier Delay,Medium,,0
O230938,09-11-2021,WH004,Dealer_C,Cust004,MC001,Type1,17,Delayed,232,Feature Update,Medium,37,9
O608442,09-11-2021,WH002,Dealer_B,Cust002,MC001,Type1,29,Delayed,160,,Medium,25,18
O410814,09-11-2021,WH002,Dealer_A,Cust004,MC003,Type4,24,On-Time,487,Supplier Delay,Medium,28,0
O161436,09-11-2021,WH004,Dealer_A,Cust003,MC004,Type3,31,On-Time,485,,High,6,3
O803280,10-11-2021,WH003,Dealer_B,Cust004,MC001,Type2,8,On-Time,346,Supplier Delay,Low,6,0
O351950,10-11-2021,WH002,Dealer_A,Cust004,MC005,Type4,26,Critical Delay,231,Urgent Order Change,Medium,26,0
O665301,10-11-2021,WH001,Dealer_E,Cust005,MC001,Type4,13,On-Time,395,Delayed Approval,Low,7,0
,10-11-2021,WH002,Dealer_A,Cust001,MC002,Type5,35,Delayed,53,Supplier Delay,High,43,56
O402196,10-11-2021,WH004,Dealer_E,Cust003,MC003,Type5,22,Critical Delay,149,Supplier Delay,High,19,0
O244202,10-11-2021,WH002,Dealer_D,Cust005,MC001,Type4,44,On-Time,431,,Low,31,0
O576697,10-11-2021,WH004,Dealer_B,Cust005,MC003,Type1,3,,63,Supplier Delay,High,186,15
O797882,10-11-2021,WH003,Dealer_B,Cust003,MC002,Type2,47,Critical Delay,120,Delayed Approval,Medium,21,0
O287283,10-11-2021,WH004,Dealer_E,Cust002,MC001,Type4,15,On-Time,294,Delayed Approval,Low,30,17
O622673,11-11-2021,WH004,Dealer_D,Cust004,MC001,Type4,11,,119,Urgent Order Change,Low,39,0
O934867,11-11-2021,WH002,Dealer_D,Cust004,MC005,Type2,16,Critical Delay,,Feature Update,High,49,11
O557321,11-11-2021,WH002,Dealer_A,Cust004,MC003,Type2,12,,,Urgent Order Change,Medium,37,15
O772824,11-11-2021,WH001,Dealer_E,Cust004,MC004,Type3,39,Critical Delay,394,Supplier Delay,High,25,0
O485432,12-11-2021,WH004,Dealer_D,Cust002,MC004,Type2,18,Critical Delay,128,Supplier Delay,Low,20,0
O277609,12-11-2021,WH003,Dealer_A,Cust002,MC002,Type5,25,Delayed,451,Supplier Delay,Medium,45,0
O736447,12-11-2021,WH001,Dealer_D,Cust001,MC005,Type1,46,Delayed,413,Feature Update,Low,37,0
O179463,12-11-2021,WH001,Dealer_B,Cust001,MC001,Type2,19,Critical Delay,492,Supplier Delay,High,39,0
O509100,12-11-2021,WH004,Dealer_B,Cust003,MC003,,12,Delayed,,Feature Update,High,7,0
O806913,13-11-2021,WH002,Dealer_B,Cust003,MC002,Type4,15,Delayed,440,Feature Update,Medium,35,0
O561292,13-11-2021,WH003,Dealer_E,Cust002,MC003,Type4,47,Critical Delay,3591,,High,10,0
O399299,13-11-2021,,Dealer_B,Cust004,,Type1,15,Delayed,336,Urgent Order Change,,16,0
O133309,13-11-2021,WH003,Dealer_E,Cust005,MC003,Type4,16,Delayed,80,,Low,16,2
O515343,13-11-2021,WH002,Dealer_E,Cust004,MC002,Type5,17,Critical Delay,91,,Low,16,0
O180349,13-11-2021,WH002,Dealer_C,Cust003,MC002,Type2,6,Critical Delay,463,Feature Update,High,45,1
O564894,13-11-2021,WH001,Dealer_A,Cust002,MC001,Type1,2,Delayed,3807,Urgent Order Change,High,26,0
O299421,14-11-2021,WH001,Dealer_C,Cust004,MC002,Type2,15,Critical Delay,419,Delayed Approval,Low,10,0
O708589,14-11-2021,WH003,Dealer_A,Cust005,MC003,Type1,,On-Time,249,Supplier Delay,High,44,0
O893928,14-11-2021,WH004,Dealer_B,Cust005,MC003,Type5,49,Delayed,152,Supplier Delay,High,14,13
O956863,14-11-2021,WH003,Dealer_C,Cust003,MC004,Type4,35,Delayed,187,Urgent Order Change,High,28,0
O895718,14-11-2021,WH003,,Cust002,MC005,Type1,43,Delayed,218,Feature Update,High,31,0
O636016,14-11-2021,WH002,Dealer_C,Cust004,,,46,Delayed,444,Urgent Order Change,Low,,0
O178963,14-11-2021,WH003,Dealer_A,Cust005,MC004,Type3,6,On-Time,329,,Medium,16,0
O127786,,WH003,Dealer_B,Cust003,MC005,Type5,41,On-Time,2502,Delayed Approval,High,14,0
O404225,15-11-2021,WH002,Dealer_B,Cust005,MC004,Type3,46,Critical Delay,140,Urgent Order Change,Medium,40,0
O913429,15-11-2021,WH001,Dealer_A,Cust003,MC002,Type1,38,Critical Delay,164,Urgent Order Change,Low,16,0
O222927,15-11-2021,WH004,Dealer_D,Cust002,MC001,,44,Delayed,62,Urgent Order Change,High,26,0
O892392,15-11-2021,WH003,Dealer_A,Cust004,MC002,Type2,33,Critical Delay,169,,Medium,7,0
O496073,15-11-2021,WH001,Dealer_D,Cust002,MC004,Type4,26,Critical Delay,441,Supplier Delay,Low,33,0
O567046,16-11-2021,WH002,Dealer_D,Cust002,MC003,Type4,26,Critical Delay,299,,Medium,40,0
O321714,16-11-2021,WH004,Dealer_B,Cust002,MC005,Type2,7,On-Time,487,Feature Update,Low,14,0
O604392,16-11-2021,WH004,Dealer_C,Cust004,MC001,Type3,37,Delayed,79,Supplier Delay,Low,13,0
O294775,16-11-2021,WH003,Dealer_B,Cust002,MC004,Type2,40,On-Time,41,Supplier Delay,High,22,0
O488654,16-11-2021,WH004,Dealer_C,Cust001,MC001,Type2,35,Critical Delay,29,Delayed Approval,High,22,0
O491816,16-11-2021,WH003,Dealer_A,Cust003,MC003,Type3,27,,93,,Low,9,0
O379142,16-11-2021,WH001,Dealer_C,Cust005,MC005,Type5,3,On-Time,3924,,Low,47,0
O691459,16-11-2021,WH004,Dealer_D,Cust004,MC001,Type5,26,Critical Delay,55,Urgent Order Change,High,24,0
O175064,16-11-2021,WH003,Dealer_D,Cust004,MC005,Type5,12,On-Time,347,Delayed Approval,Low,48,0
O986834,17-11-2021,WH002,Dealer_D,Cust002,MC002,Type4,49,Delayed,172,,High,18,18
O797940,17-11-2021,WH003,Dealer_D,Cust005,MC003,Type4,24,Delayed,164,Urgent Order Change,High,20,0
O969760,17-11-2021,WH001,Dealer_C,Cust004,MC002,Type1,20,On-Time,228,,Medium,46,0
O752138,17-11-2021,WH001,Dealer_A,Cust003,MC005,Type1,19,Critical Delay,122,Feature Update,High,34,0
O327387,17-11-2021,WH002,Dealer_B,Cust001,MC005,Type2,31,Delayed,426,Delayed Approval,Low,43,0
O377056,17-11-2021,WH003,Dealer_A,Cust004,MC004,Type3,16,On-Time,371,Urgent Order Change,High,49,11
O341884,18-11-2021,WH003,Dealer_C,Cust002,MC003,Type1,3,Delayed,56,Delayed Approval,Medium,35,0
O765185,18-11-2021,WH004,Dealer_A,Cust005,MC005,Type4,49,,329,Urgent Order Change,Medium,43,0
O467385,18-11-2021,WH004,Dealer_D,Cust005,MC005,,1,Delayed,229,,Low,,0
O667390,18-11-2021,WH001,Dealer_D,Cust003,MC004,Type3,40,Critical Delay,420,Urgent Order Change,Low,13,0
O992318,,WH004,Dealer_D,Cust001,MC005,,8,Critical Delay,213,Feature Update,High,15,0
,18-11-2021,WH001,Dealer_C,Cust003,MC004,Type3,16,On-Time,202,,Medium,14,0
O216432,18-11-2021,WH003,Dealer_E,Cust005,MC003,Type2,,Critical Delay,329,Urgent Order Change,Medium,,0
O750494,18-11-2021,WH001,Dealer_C,Cust003,MC001,Type1,7,Critical Delay,105,,Low,9,0
O843053,18-11-2021,WH001,Dealer_E,,MC004,Type4,46,Critical Delay,,Supplier Delay,Low,46,0
O552680,19-11-2021,WH003,Dealer_C,Cust001,MC002,Type4,36,Critical Delay,86,Feature Update,Low,7,0
O761767,19-11-2021,WH004,Dealer_C,Cust001,MC001,Type2,28,Delayed,277,Delayed Approval,High,,0
O437758,19-11-2021,WH002,Dealer_D,Cust005,MC004,Type1,24,On-Time,212,Delayed Approval,High,42,13
O650506,19-11-2021,,Dealer_C,Cust004,MC005,Type5,1,Delayed,374,Urgent Order Change,Low,48,0
O965142,20-11-2021,WH001,Dealer_B,Cust003,MC004,Type1,11,Delayed,486,,Low,49,0
O727858,20-11-2021,WH003,Dealer_E,Cust005,MC002,Type1,25,Critical Delay,243,Supplier Delay,High,6,0
O221521,20-11-2021,WH004,Dealer_B,Cust001,MC003,Type2,26,On-Time,230,Supplier Delay,High,40,0
O847778,20-11-2021,WH001,,Cust003,MC004,Type2,230,On-Time,426,Feature Update,Low,44,0
O840926,21-11-2021,WH001,Dealer_C,Cust005,MC002,Type5,40,Critical Delay,270,Supplier Delay,Medium,47,0
O782758,21-11-2021,WH003,Dealer_E,Cust002,MC003,Type1,5,Critical Delay,259,Feature Update,High,20,10
O174168,21-11-2021,WH003,Dealer_B,Cust003,MC005,Type2,21,Delayed,2349,,Low,27,0
O561687,21-11-2021,WH004,Dealer_B,Cust005,MC005,Type1,42,Delayed,216,Feature Update,High,34,0
O762870,21-11-2021,WH002,Dealer_D,,MC002,Type2,10,Delayed,14,Supplier Delay,Medium,37,0
O854921,21-11-2021,WH003,Dealer_A,Cust002,MC002,Type5,34,Delayed,,,Medium,27,1
O778399,21-11-2021,WH003,Dealer_C,Cust003,MC004,Type3,31,Critical Delay,90,Feature Update,Low,15,0
O110211,21-11-2021,WH002,Dealer_A,Cust005,MC005,Type1,12,Delayed,175,Supplier Delay,High,27,0
O520524,22-11-2021,WH004,Dealer_D,Cust004,MC003,Type3,32,On-Time,169,,Low,38,0
O833859,22-11-2021,WH001,Dealer_E,Cust003,MC004,Type1,4,On-Time,158,,Medium,46,0
O230935,22-11-2021,WH002,Dealer_C,Cust004,MC005,Type2,11,Delayed,291,,Medium,49,5
O157482,22-11-2021,WH002,Dealer_B,Cust001,MC002,Type2,39,On-Time,170,Feature Update,Medium,,0
O681694,22-11-2021,WH004,Dealer_D,Cust003,MC004,Type2,33,Critical Delay,462,Delayed Approval,Low,26,0
O476612,22-11-2021,WH002,Dealer_B,Cust001,MC001,Type3,23,On-Time,330,Supplier Delay,Medium,138,
O174456,22-11-2021,WH001,Dealer_E,Cust003,MC001,Type1,29,Critical Delay,480,Urgent Order Change,High,45,0
,22-11-2021,WH003,Dealer_B,Cust003,MC001,Type5,,Delayed,107,Feature Update,High,37,0
O553875,22-11-2021,WH003,Dealer_D,Cust003,MC005,Type3,22,Delayed,381,Urgent Order Change,Medium,7,0
O524324,23-11-2021,WH002,Dealer_B,Cust005,MC001,Type2,35,On-Time,342,Supplier Delay,Medium,47,2
O168999,23-11-2021,WH002,Dealer_B,Cust005,MC002,Type3,45,On-Time,147,Delayed Approval,High,5,0
O257329,23-11-2021,WH004,Dealer_C,Cust005,MC004,Type4,29,On-Time,153,Delayed Approval,,35,0
O354884,24-11-2021,WH002,Dealer_A,Cust005,MC003,Type4,30,Delayed,238,Feature Update,High,31,0
O450604,24-11-2021,WH003,Dealer_D,Cust001,MC002,Type2,47,Critical Delay,221,,High,34,0
O361759,24-11-2021,WH001,,Cust003,MC003,Type3,26,,42,,High,14,0
O183327,25-11-2021,WH002,Dealer_B,Cust005,MC001,Type3,5,Critical Delay,,,High,21,0
O720683,,WH001,Dealer_A,Cust004,MC005,Type3,28,Critical Delay,483,Delayed Approval,Medium,16,0
O798400,25-11-2021,WH003,Dealer_E,Cust001,MC004,Type4,24,On-Time,412,Delayed Approval,Medium,25,0
O313237,25-11-2021,WH003,Dealer_D,Cust004,MC001,Type4,36,On-Time,240,Urgent Order Change,Low,11,0
O115914,,WH001,Dealer_B,Cust004,MC002,Type3,18,Delayed,82,Supplier Delay,,16,9
O516687,26-11-2021,WH001,Dealer_E,Cust001,MC002,Type1,12,On-Time,216,Supplier Delay,High,14,0
O433132,26-11-2021,WH002,Dealer_D,Cust001,MC004,Type3,,Critical Delay,372,Urgent Order Change,Low,16,0
O898140,26-11-2021,WH002,Dealer_B,Cust002,MC003,Type4,40,Delayed,391,Feature Update,Medium,21,0
O472390,26-11-2021,WH002,Dealer_B,Cust001,MC005,Type1,3,Critical Delay,456,Urgent Order Change,Medium,15,12
O148092,,WH002,Dealer_E,Cust003,MC001,Type3,19,On-Time,342,Delayed Approval,Low,31,9
O946868,27-11-2021,WH003,Dealer_B,Cust004,MC002,Type4,42,On-Time,,,High,48,0
O766174,27-11-2021,WH001,,Cust005,MC005,Type4,47,Delayed,447,Urgent Order Change,Medium,6,0
O432566,27-11-2021,WH004,Dealer_E,Cust001,MC003,Type4,38,On-Time,228,Supplier Delay,Medium,48,0
O632066,27-11-2021,WH003,,Cust003,MC003,Type2,22,On-Time,341,Delayed Approval,High,40,3
O577203,27-11-2021,WH001,Dealer_D,Cust002,MC001,Type4,37,Critical Delay,236,Urgent Order Change,Medium,43,0
O863332,,WH002,Dealer_B,Cust003,MC003,Type2,8,,168,Delayed Approval,Low,16,9
