Order_ID,Date,Warehouse,Dealer,Customer_ID,Machine_ID,Machine_Type,Order_Quantity,Production_Status,Inventory_Level,Change_Type,Order_Volatility,Lead_Time_Days,Delay_Days
O852062,2021-08-29,WH001,Dealer_D,Cust004,MC005,Type4,33.0,On-Time,471.0,Delayed Approval,Medium,26.0,0.0
O187199,2021-08-29,WH002,Dealer_E,Cust001,MC004,Type3,9.0,Critical Delay,62.0,Delayed Approval,Low,23.0,0.0
O317056,2021-08-29,WH004,Dealer_D,Cust005,MC005,Type4,26.0,Critical Delay,452.0,Urgent Order Change,High,37.0,0.0
O116092,2021-08-30,WH003,Dealer_A,Cust005,MC002,Type1,43.0,On-Time,252.0,Delayed Approval,High,40.0,0.0
O615647,2021-08-30,WH004,Dealer_D,Cust002,MC005,Type5,22.0,Critical Delay,347.0,Feature Update,Low,47.0,0.0
O598551,2021-08-30,WH003,Dealer_B,Cust002,MC005,Type2,11.0,Delayed,436.0,Feature Update,High,11.0,0.0
O307167,2021-08-30,WH002,Dealer_C,Cust003,MC002,Type2,27.0,Critical Delay,258.0,Delayed Approval,High,28.0,0.0
O109787,2021-08-31,WH003,Dealer_D,Cust002,MC005,Type5,39.0,Delayed,314.0,Urgent Order Change,Low,21.0,0.0
O792563,2021-08-31,WH001,Dealer_E,Cust001,MC005,Type4,30.0,On-Time,258.0,Supplier Delay,High,42.0,0.0
O353373,2021-08-31,WH004,Dealer_A,Cust005,MC004,Type2,29.0,Delayed,418.0,Feature Update,Medium,5.0,0.0
O398680,2021-09-01,WH004,Dealer_E,Cust003,MC004,Type2,4.0,Critical Delay,66.0,Feature Update,Medium,7.0,0.0
O642876,2021-09-01,WH003,Dealer_D,Cust004,MC004,Type3,37.0,Delayed,254.0,Delayed Approval,High,27.0,4.0
O240172,2021-09-01,WH004,Dealer_C,Cust004,MC004,Type4,1.0,Delayed,244.0,Delayed Approval,High,23.0,0.0
O653728,2021-09-01,WH004,Dealer_E,Cust003,MC003,Type3,8.0,On-Time,362.0,Delayed Approval,High,28.0,15.0
O881394,2021-09-01,WH002,Dealer_C,Cust005,MC005,Type1,20.0,Critical Delay,232.0,Supplier Delay,High,264.0,0.0
O355302,2021-09-01,WH003,Dealer_A,Cust005,MC001,Type1,13.0,On-Time,98.0,Urgent Order Change,Medium,11.0,0.0
O981318,2021-09-02,WH001,Dealer_D,Cust002,MC001,Type5,11.0,On-Time,499.0,Delayed Approval,Low,40.0,0.0
O871546,2021-09-02,WH004,Dealer_A,Cust004,MC003,Type2,38.0,Delayed,267.0,Feature Update,Medium,11.0,4.0
O984443,2021-09-02,WH002,Dealer_E,Cust003,MC003,Type5,17.0,Critical Delay,121.0,Delayed Approval,Medium,37.0,0.0
O517011,2021-09-02,WH001,Dealer_B,Cust002,MC002,Type5,33.0,On-Time,282.0,Feature Update,Low,19.0,4.0
O305254,2021-09-02,WH002,Dealer_D,Cust005,MC003,Type1,14.0,On-Time,318.0,Delayed Approval,Medium,28.0,5.0
O765440,2021-09-02,WH002,Dealer_A,Cust004,MC002,Type5,11.0,Critical Delay,128.0,Delayed Approval,Low,39.0,0.0
O545084,2021-09-02,WH001,Dealer_E,Cust002,MC001,Type5,12.0,Critical Delay,55.0,Feature Update,High,38.0,0.0
O203835,2021-09-02,WH002,Dealer_B,Cust002,MC002,Type4,3.0,On-Time,192.0,Delayed Approval,Low,25.0,0.0
Unknown,2021-09-03,WH001,Dealer_B,Cust003,MC001,Type2,19.0,Delayed,401.0,Supplier Delay,Low,21.0,0.0
O748030,2021-09-03,WH001,Dealer_A,Cust002,MC001,Type2,31.0,On-Time,258.0,Urgent Order Change,Low,18.0,0.0
O719950,2021-09-03,WH004,Dealer_C,Cust002,MC001,Type5,30.0,Delayed,263.0,Delayed Approval,High,38.0,9.0
O125666,2021-09-03,WH002,Dealer_E,Cust004,MC004,Type5,26.0,On-Time,256.0,Delayed Approval,Medium,31.0,0.0
O581338,2021-09-03,WH002,Dealer_E,Cust002,MC005,Type5,25.0,Critical Delay,276.0,Delayed Approval,Low,36.0,0.0
O413035,2021-09-03,WH004,Dealer_E,Cust003,MC004,Type1,9.0,Delayed,61.0,Delayed Approval,High,44.0,0.0
O787747,2021-09-04,WH002,Dealer_A,Cust003,MC002,Type4,40.0,On-Time,459.0,Delayed Approval,Low,12.0,0.0
O508111,2021-09-04,WH002,Dealer_B,Cust003,MC001,Type5,9.0,Delayed,222.0,Feature Update,High,6.0,2.0
O800124,2021-09-04,WH003,Dealer_C,Cust001,MC001,Type2,39.0,On-Time,202.0,Urgent Order Change,High,27.0,0.0
O929220,2021-09-04,WH001,Dealer_E,Cust005,MC004,Type3,34.0,On-Time,277.0,Supplier Delay,High,17.0,0.0
O110524,2021-09-05,WH002,Dealer_C,Cust005,MC004,Type4,48.0,Critical Delay,258.0,Delayed Approval,Low,9.0,10.0
O580517,2021-09-05,WH001,Dealer_D,Cust003,MC004,Type5,22.0,On-Time,314.0,Supplier Delay,High,40.0,11.0
O333051,2021-09-05,WH001,Dealer_A,Cust005,MC002,Type1,17.0,On-Time,335.0,Delayed Approval,Medium,22.0,0.0
O246078,2021-09-05,WH002,Dealer_A,Cust001,MC001,Type2,19.0,Critical Delay,364.0,Delayed Approval,Low,42.0,0.0
O755135,2021-09-05,WH004,Dealer_A,Cust002,MC003,Type3,135.0,Critical Delay,328.0,Delayed Approval,High,43.0,0.0
O672945,2021-09-05,WH003,Dealer_B,Cust002,MC004,Type1,48.0,On-Time,450.0,Delayed Approval,High,13.0,0.0
O959301,2021-09-06,WH003,Dealer_D,Cust003,MC002,Type2,11.0,Delayed,420.0,Delayed Approval,Low,46.0,8.0
O700395,2021-09-06,WH002,Dealer_D,Cust005,MC005,Type4,12.0,Critical Delay,212.0,Delayed Approval,Medium,7.0,0.0
O159336,2021-09-06,WH003,Dealer_C,Cust003,MC004,Type2,30.0,Delayed,86.0,Urgent Order Change,High,21.0,0.0
O103821,2021-09-06,WH002,Dealer_A,Cust002,MC001,Type3,3.0,Critical Delay,475.0,Delayed Approval,Medium,8.0,18.0
O650558,2021-09-06,WH003,Dealer_A,Cust002,MC004,Type1,28.0,Critical Delay,301.0,Feature Update,High,32.0,0.0
O402385,2021-09-06,WH004,Dealer_B,Cust001,MC001,Type3,10.0,Delayed,118.0,Feature Update,Low,31.0,0.0
O575993,2021-09-07,WH004,Dealer_D,Cust004,MC001,Type2,31.0,Delayed,65.0,Urgent Order Change,Medium,15.0,0.0
O869335,2021-09-07,WH001,Dealer_B,Cust003,MC003,Type3,36.0,Delayed,262.0,Feature Update,High,9.0,0.0
Unknown,2021-09-07,WH002,Dealer_E,Cust003,MC003,Type1,20.0,On-Time,73.0,Urgent Order Change,Medium,49.0,0.0
O861239,2021-09-07,WH001,Dealer_C,Cust002,MC002,Type5,43.0,On-Time,180.0,Delayed Approval,Low,35.0,0.0
O477414,2021-09-07,WH001,Dealer_D,Cust003,MC003,Type2,39.0,Delayed,150.0,Supplier Delay,High,22.0,0.0
O129913,2021-09-07,WH004,Dealer_D,Cust005,MC001,Type1,23.0,On-Time,33.0,Feature Update,Medium,28.0,120.0
O736963,2021-09-07,WH003,Dealer_E,Cust005,MC004,Type2,45.0,Critical Delay,140.0,Urgent Order Change,High,15.0,8.0
O421228,2021-09-07,WH002,Dealer_C,Cust005,MC005,Type5,44.0,On-Time,382.0,Delayed Approval,Medium,49.0,0.0
O387246,2021-09-07,WH002,Dealer_C,Cust001,MC005,Type4,40.0,Delayed,290.0,Delayed Approval,Low,14.0,0.0
O894159,2021-09-08,WH004,Dealer_C,Cust005,MC005,Type2,28.0,On-Time,450.0,Supplier Delay,Medium,10.0,0.0
O500962,2021-09-08,WH003,Dealer_C,Cust004,MC004,Type1,26.0,Delayed,123.0,Supplier Delay,Low,17.0,13.0
O849869,2021-09-08,WH003,Dealer_C,Cust001,MC005,Type4,7.0,Critical Delay,201.0,Delayed Approval,Medium,27.0,0.0
Unknown,2021-09-08,WH003,Dealer_B,Cust002,MC002,Type4,45.0,Critical Delay,281.0,Delayed Approval,High,37.0,0.0
O186832,2021-09-09,WH001,Dealer_E,Cust005,MC001,Type2,12.0,On-Time,72.0,Feature Update,Low,47.0,0.0
O776885,2021-09-09,WH002,Dealer_C,Cust002,MC002,Type3,3.0,Critical Delay,446.0,Urgent Order Change,High,25.0,4.0
O883703,2021-09-09,WH002,Dealer_A,Cust002,MC005,Type3,15.0,Delayed,458.0,Feature Update,Medium,11.0,0.0
O543711,2021-09-09,WH002,Dealer_D,Cust001,MC005,Type5,30.0,On-Time,24.0,Feature Update,Medium,48.0,19.0
O700300,2021-09-10,WH002,Dealer_B,Cust004,MC002,Type4,32.0,Delayed,35.0,Delayed Approval,High,17.0,0.0
O921267,2021-09-10,WH002,Dealer_D,Cust005,MC002,Type4,2.0,Delayed,53.0,Supplier Delay,Medium,37.0,0.0
O376451,2021-09-10,WH001,Dealer_E,Cust005,MC002,Type3,38.0,On-Time,256.0,Feature Update,Medium,26.0,0.0
O130837,2021-09-10,WH001,Dealer_C,Cust001,MC004,Type3,33.0,Critical Delay,44.0,Delayed Approval,Low,14.0,0.0
O359919,2021-09-10,WH001,Dealer_C,Cust003,MC001,Type2,9.0,Critical Delay,464.0,Feature Update,High,43.0,0.0
O975738,2021-09-10,WH003,Dealer_B,Cust005,MC003,Type4,31.0,Critical Delay,461.0,Urgent Order Change,Medium,28.0,0.0
O807233,2021-09-10,WH004,Dealer_A,Cust002,MC004,Type3,26.0,Delayed,258.0,Supplier Delay,Low,30.0,0.0
O805372,2021-09-11,WH002,Dealer_D,Cust005,MC004,Type4,9.0,Delayed,156.0,Feature Update,Low,6.0,18.0
O629477,2021-09-11,WH003,Dealer_C,Cust002,MC003,Type3,25.0,Delayed,65.0,Delayed Approval,Low,24.0,14.0
O184608,2021-09-11,WH003,Dealer_D,Cust001,MC002,Type5,23.0,Delayed,258.0,Supplier Delay,High,14.0,0.0
O707340,2021-09-11,WH004,Dealer_A,Cust001,MC004,Type5,15.0,On-Time,390.0,Supplier Delay,Medium,28.0,16.0
O176402,2021-09-11,WH002,Dealer_D,Cust003,MC004,Type3,29.0,Critical Delay,46.0,Delayed Approval,High,24.0,0.0
O396025,2021-09-11,WH001,Dealer_D,Cust003,MC005,Type4,8.0,On-Time,363.0,Urgent Order Change,Low,46.0,5.0
O853743,2021-09-11,WH004,Dealer_B,Cust002,MC003,Type4,2.0,On-Time,117.0,Delayed Approval,High,23.0,0.0
O760026,2021-09-11,WH001,Dealer_E,Cust005,MC004,Type4,26.0,Delayed,185.0,Feature Update,Medium,48.0,0.0
O272261,2021-09-12,WH003,Dealer_A,Cust004,MC004,Type2,19.0,On-Time,428.0,Feature Update,High,14.0,0.0
O194749,2021-09-12,WH003,Dealer_E,Cust003,MC003,Type1,1.0,Critical Delay,1044.0,Delayed Approval,Medium,46.0,0.0
O119624,2021-09-13,WH003,Dealer_C,Cust003,MC001,Type4,26.0,Delayed,478.0,Delayed Approval,High,24.0,0.0
O476949,2021-09-13,WH003,Dealer_D,Cust004,MC001,Type5,14.0,Delayed,440.0,Delayed Approval,Medium,48.0,0.0
O245295,2021-09-13,WH002,Dealer_E,Cust003,MC001,Type3,5.0,Delayed,438.0,Supplier Delay,Low,43.0,0.0
O100149,2021-09-13,WH004,Dealer_D,Cust001,MC002,Type4,26.0,Critical Delay,369.0,Urgent Order Change,High,46.0,0.0
O525636,2021-09-13,WH004,Dealer_B,Cust001,MC002,Type2,43.0,Critical Delay,108.0,Delayed Approval,Medium,44.0,0.0
O791702,2021-09-14,WH003,Dealer_C,Cust004,MC002,Type2,34.0,Delayed,185.0,Feature Update,High,24.0,15.0
O143296,2021-09-14,WH004,Dealer_C,Cust003,MC005,Type3,190.0,Critical Delay,444.0,Delayed Approval,Low,41.0,0.0
O171308,2021-09-14,WH001,Dealer_B,Cust002,MC004,Type5,45.0,Delayed,125.0,Supplier Delay,Medium,12.0,10.0
O153445,2021-09-14,WH004,Dealer_D,Cust003,MC005,Type5,42.0,Critical Delay,240.0,Urgent Order Change,Low,32.0,0.0
O464134,2021-09-14,WH003,Dealer_D,Cust004,MC004,Type5,12.0,Critical Delay,25.0,Delayed Approval,High,34.0,6.0
O102569,2021-09-14,WH004,Dealer_B,Cust002,MC002,Type3,24.0,On-Time,264.0,Feature Update,High,27.0,0.0
O991154,2021-09-15,WH004,Dealer_B,Cust002,MC004,Type1,27.0,Critical Delay,275.0,Delayed Approval,Medium,13.0,0.0
O124487,2021-09-15,WH001,Dealer_D,Cust002,MC003,Type5,26.0,On-Time,259.0,Delayed Approval,Low,47.0,0.0
O281846,2021-09-15,WH003,Dealer_C,Cust001,MC004,Type3,31.0,Delayed,39.0,Delayed Approval,High,5.0,5.0
O561052,2021-09-15,WH002,Dealer_E,Cust005,MC005,Type4,2.0,Delayed,497.0,Supplier Delay,Medium,40.0,18.0
O868936,2021-09-15,WH002,Dealer_A,Cust001,MC003,Type3,42.0,On-Time,485.0,Supplier Delay,High,43.0,8.0
O117215,2021-09-15,WH002,Dealer_E,Cust001,MC005,Type4,21.0,Critical Delay,440.0,Urgent Order Change,Medium,19.0,1.0
O988723,2021-09-15,WH002,Dealer_A,Cust001,MC003,Type4,27.0,On-Time,133.0,Delayed Approval,High,25.0,0.0
O570519,2021-09-16,WH004,Dealer_C,Cust004,MC002,Type1,18.0,Delayed,18.0,Delayed Approval,High,6.0,12.0
O477927,2021-09-16,WH002,Dealer_A,Cust003,MC002,Type3,46.0,Delayed,244.0,Supplier Delay,Medium,12.0,0.0
O195899,2021-09-16,WH004,Dealer_B,Cust003,MC004,Type4,18.0,Delayed,454.0,Feature Update,Low,13.0,0.0
O521095,2021-09-16,WH001,Dealer_E,Cust004,MC002,Type3,39.0,Delayed,350.0,Delayed Approval,High,15.0,0.0
O784742,2021-09-16,WH001,Dealer_E,Cust004,MC003,Type1,2.0,Critical Delay,435.0,Delayed Approval,High,7.0,0.0
O932085,2021-09-17,WH003,Dealer_A,Cust001,MC004,Type2,25.0,Delayed,49.0,Supplier Delay,Low,21.0,8.0
O781115,2021-09-17,WH002,Dealer_A,Cust002,MC001,Type2,6.0,Critical Delay,375.0,Delayed Approval,Low,35.0,0.0
Unknown,2021-09-17,WH004,Dealer_D,Cust002,MC005,Type5,1.0,Delayed,218.0,Delayed Approval,Low,35.0,0.0
O392090,2021-09-17,WH001,Dealer_A,Cust005,MC003,Type4,30.0,On-Time,105.0,Delayed Approval,Low,15.0,0.0
O436311,2021-09-17,WH003,Dealer_B,Cust005,MC004,Type5,26.0,Critical Delay,157.0,Feature Update,High,22.0,0.0
O290490,2021-09-17,WH004,Dealer_B,Cust002,MC004,Type1,45.0,On-Time,162.0,Delayed Approval,Medium,5.0,0.0
O641488,2021-09-17,WH001,Dealer_A,Cust001,MC002,Type3,5.0,Critical Delay,405.0,Feature Update,High,38.0,0.0
O833190,2021-09-17,WH001,Dealer_E,Cust001,MC001,Type5,35.0,On-Time,432.0,Supplier Delay,High,19.0,0.0
O686502,2021-09-17,WH002,Dealer_A,Cust002,MC004,Type3,3.0,On-Time,451.0,Feature Update,Medium,38.0,0.0
O286867,2021-09-18,WH002,Dealer_B,Cust004,MC001,Type2,6.0,On-Time,447.0,Delayed Approval,Medium,38.0,3.0
O883978,2021-09-18,WH002,Dealer_C,Cust001,MC002,Type1,47.0,Delayed,404.0,Delayed Approval,Medium,36.0,0.0
O374350,2021-09-18,WH002,Dealer_B,Cust004,MC001,Type3,110.0,Critical Delay,452.0,Delayed Approval,Low,8.0,0.0
O604241,2021-09-18,WH004,Dealer_D,Cust003,MC003,Type5,35.0,Critical Delay,229.0,Delayed Approval,High,186.0,0.0
O699140,2021-09-18,WH004,Dealer_E,Cust005,MC003,Type4,33.0,Critical Delay,353.0,Delayed Approval,Low,19.0,7.0
O608649,2021-09-18,WH004,Dealer_C,Cust002,MC001,Type4,32.0,Critical Delay,141.0,Urgent Order Change,Low,27.0,0.0
O451499,2021-09-18,WH003,Dealer_A,Cust001,MC001,Type5,22.0,Delayed,318.0,Supplier Delay,High,40.0,0.0
O796871,2021-09-18,WH003,Dealer_E,Cust002,MC005,Type5,22.0,Delayed,457.0,Supplier Delay,High,9.0,3.0
O571637,2021-09-19,WH003,Dealer_D,Cust003,MC004,Type4,25.0,Critical Delay,292.0,Urgent Order Change,Medium,25.0,0.0
O967646,2021-09-19,WH004,Dealer_D,Cust001,MC004,Type4,9.0,On-Time,230.0,Urgent Order Change,High,19.0,0.0
O676922,2021-09-19,WH001,Dealer_C,Cust002,MC003,Type1,1.0,Critical Delay,162.0,Delayed Approval,High,8.0,0.0
O435484,2021-09-20,WH003,Dealer_B,Cust004,MC002,Type1,14.0,On-Time,294.0,Supplier Delay,Medium,31.0,10.0
Unknown,2021-09-20,WH004,Dealer_B,Cust002,MC005,Type4,26.0,Critical Delay,313.0,Supplier Delay,Medium,15.0,0.0
O497070,2021-09-20,WH004,Dealer_E,Cust002,MC004,Type4,4.0,On-Time,225.0,Delayed Approval,Medium,34.0,0.0
O915279,2021-09-20,WH001,Dealer_D,Cust005,MC003,Type2,49.0,Delayed,171.0,Supplier Delay,High,22.0,0.0
O278850,2021-09-20,WH001,Dealer_C,Cust003,MC002,Type5,23.0,Delayed,80.0,Urgent Order Change,Medium,8.0,0.0
O655222,2021-09-20,WH001,Dealer_A,Cust002,MC001,Type2,38.0,On-Time,40.0,Supplier Delay,High,44.0,14.0
O667516,2021-09-20,WH001,Dealer_E,Cust002,MC003,Type2,33.0,On-Time,123.0,Feature Update,Medium,27.0,0.0
O634646,2021-09-20,WH002,Dealer_E,Cust001,MC003,Type1,15.0,Critical Delay,333.0,Feature Update,Low,25.0,0.0
O539971,2021-09-21,WH001,Dealer_E,Cust003,MC003,Type4,24.0,Critical Delay,189.0,Urgent Order Change,Low,39.0,12.0
O278363,2021-09-21,WH002,Dealer_E,Cust003,MC003,Type3,48.0,Critical Delay,217.0,Feature Update,High,6.0,0.0
O577170,2021-09-21,WH001,Dealer_C,Cust003,MC004,Type3,27.0,Delayed,42.0,Feature Update,Low,39.0,6.0
O794980,2021-09-21,WH004,Dealer_B,Cust001,MC001,Type4,29.0,Critical Delay,420.0,Delayed Approval,Medium,43.0,0.0
Unknown,2021-09-21,WH002,Dealer_C,Cust002,MC003,Type3,40.0,On-Time,273.0,Supplier Delay,Low,5.0,14.0
O973171,2021-09-21,WH003,Dealer_B,Cust001,MC001,Type1,55.0,Critical Delay,243.0,Supplier Delay,Low,38.0,0.0
O815489,2021-09-21,WH004,Dealer_A,Cust002,MC001,Type1,21.0,Delayed,265.0,Delayed Approval,High,14.0,0.0
O961322,2021-09-21,WH004,Dealer_D,Cust005,MC002,Type4,8.0,On-Time,140.0,Urgent Order Change,High,25.0,10.0
O229660,2021-09-22,WH001,Dealer_D,Cust001,MC001,Type5,38.0,Delayed,258.0,Delayed Approval,Medium,38.0,0.0
O135466,2021-09-22,WH001,Dealer_D,Cust002,MC004,Type2,26.0,Critical Delay,195.0,Supplier Delay,Low,27.0,2.0
O548499,2021-09-22,WH004,Dealer_B,Cust001,MC004,Type2,48.0,Delayed,324.0,Urgent Order Change,High,11.0,0.0
O177485,2021-09-22,WH004,Dealer_E,Cust002,MC004,Type2,100.0,Critical Delay,337.0,Delayed Approval,High,17.0,0.0
O841655,2021-09-23,WH004,Dealer_C,Cust001,MC004,Type2,21.0,On-Time,145.0,Urgent Order Change,Low,49.0,19.0
O394139,2021-09-23,WH002,Dealer_C,Cust001,MC003,Type3,2.0,Critical Delay,276.0,Supplier Delay,Low,13.0,0.0
O757344,2021-09-23,WH001,Dealer_D,Cust003,MC003,Type1,36.0,Delayed,498.0,Feature Update,Medium,19.0,0.0
O142809,2021-09-23,WH001,Dealer_B,Cust002,MC003,Type2,13.0,On-Time,157.0,Feature Update,Low,13.0,0.0
O159759,2021-09-23,WH002,Dealer_D,Cust002,MC003,Type3,45.0,Delayed,440.0,Supplier Delay,Low,15.0,0.0
O664033,2021-09-23,WH002,Dealer_B,Cust001,MC001,Type4,37.0,Critical Delay,472.0,Delayed Approval,Medium,17.0,0.0
O457152,2021-09-23,WH004,Dealer_C,Cust001,MC001,Type1,29.0,On-Time,253.0,Supplier Delay,Medium,9.0,13.0
O310134,2021-09-23,WH002,Dealer_D,Cust004,MC002,Type5,8.0,Delayed,55.0,Supplier Delay,High,20.0,0.0
O420260,2021-09-23,WH001,Dealer_D,Cust003,MC005,Type2,40.0,Delayed,265.0,Urgent Order Change,High,35.0,0.0
O194155,2021-09-23,WH004,Dealer_A,Cust003,MC003,Type1,40.0,On-Time,436.0,Feature Update,Medium,25.0,12.0
O362614,2021-09-24,WH004,Dealer_D,Cust003,MC003,Type1,46.0,On-Time,99.0,Delayed Approval,Medium,27.0,0.0
O621152,2021-09-24,WH001,Dealer_E,Cust004,MC003,Type3,41.0,Critical Delay,49.0,Supplier Delay,High,17.0,0.0
O868677,2021-09-24,WH002,Dealer_B,Cust005,MC003,Type4,23.0,Critical Delay,256.0,Feature Update,High,33.0,14.0
O680213,2021-09-24,WH004,Dealer_A,Cust004,MC003,Type5,25.0,Critical Delay,342.0,Urgent Order Change,Low,7.0,18.0
O416469,2021-09-24,WH001,Dealer_A,Cust003,MC002,Type2,19.0,On-Time,381.0,Delayed Approval,Medium,29.0,0.0
O693276,2021-09-24,WH004,Dealer_E,Cust002,MC001,Type5,6.0,Critical Delay,488.0,Urgent Order Change,High,37.0,0.0
O731080,2021-09-24,WH004,Dealer_B,Cust003,MC001,Type4,21.0,Critical Delay,195.0,Urgent Order Change,Low,13.0,0.0
Unknown,2021-09-25,WH003,Dealer_D,Cust004,MC005,Type4,37.0,On-Time,196.0,Feature Update,High,30.0,0.0
O900414,2021-09-25,WH003,Dealer_C,Cust002,MC001,Type3,42.0,Delayed,258.0,Delayed Approval,Medium,42.0,0.0
O684210,2021-09-25,WH004,Dealer_C,Cust005,MC002,Type5,7.0,Delayed,490.0,Supplier Delay,Medium,27.0,0.0
O109724,2021-09-25,WH002,Dealer_D,Cust003,MC001,Type5,7.0,Delayed,302.0,Supplier Delay,Medium,27.0,0.0
O886042,2021-09-26,WH002,Dealer_D,Cust004,MC002,Type2,47.0,Delayed,16.0,Supplier Delay,Low,41.0,15.0
O462921,2021-09-26,WH004,Dealer_C,Cust005,MC004,Type3,20.0,On-Time,407.0,Feature Update,Low,42.0,0.0
Unknown,2021-09-26,WH004,Dealer_D,Cust002,MC005,Type4,19.0,Delayed,382.0,Feature Update,Medium,26.0,3.0
O398144,2021-09-26,WH003,Dealer_E,Cust004,MC004,Type4,8.0,On-Time,78.0,Delayed Approval,Low,17.0,0.0
Unknown,2021-09-26,WH001,Dealer_A,Cust002,MC003,Type1,30.0,On-Time,171.0,Delayed Approval,Low,36.0,8.0
O912335,2021-09-26,WH004,Dealer_C,Cust005,MC005,Type5,45.0,On-Time,92.0,Delayed Approval,High,42.0,0.0
O652510,2021-09-26,WH003,Dealer_B,Cust001,MC003,Type1,38.0,On-Time,358.0,Delayed Approval,Low,28.0,0.0
O201173,2021-09-26,WH001,Dealer_A,Cust002,MC004,Type4,31.0,Critical Delay,249.0,Delayed Approval,Low,29.0,0.0
Unknown,2021-09-27,WH004,Dealer_D,Cust001,MC005,Type3,39.0,On-Time,450.0,Feature Update,Low,8.0,16.0
O310466,2021-09-27,WH003,Dealer_A,Cust005,MC001,Type5,27.0,Critical Delay,140.0,Supplier Delay,High,27.0,5.0
O166057,2021-09-27,WH002,Dealer_A,Cust003,MC004,Type1,36.0,Delayed,236.0,Delayed Approval,High,25.0,0.0
O787265,2021-09-27,WH002,Dealer_E,Cust001,MC005,Type2,47.0,Critical Delay,116.0,Delayed Approval,High,32.0,0.0
O372155,2021-09-27,WH002,Dealer_B,Cust003,MC005,Type1,43.0,Delayed,308.0,Delayed Approval,High,47.0,0.0
O884650,2021-09-27,WH001,Dealer_B,Cust004,MC005,Type3,37.0,On-Time,431.0,Urgent Order Change,High,19.0,0.0
O373543,2021-09-27,WH001,Dealer_D,Cust003,MC001,Type2,13.0,Delayed,729.0,Delayed Approval,Medium,27.0,0.0
Unknown,2021-09-27,WH004,Dealer_E,Cust005,MC002,Type3,33.0,Delayed,249.0,Urgent Order Change,High,27.0,9.0
Unknown,2021-09-28,WH001,Dealer_C,Cust001,MC003,Type2,46.0,Delayed,30.0,Supplier Delay,Low,45.0,0.0
O393522,2021-09-28,WH002,Dealer_B,Cust004,MC005,Type3,17.0,On-Time,137.0,Delayed Approval,Medium,8.0,0.0
O589692,2021-09-28,WH004,Dealer_A,Cust002,MC003,Type5,7.0,Critical Delay,126.0,Delayed Approval,Medium,40.0,0.0
O502987,2021-09-28,WH001,Dealer_E,Cust001,MC004,Type3,43.0,Delayed,32.0,Urgent Order Change,High,34.0,0.0
O705572,2021-09-28,WH002,Dealer_C,Cust004,MC001,Type3,42.0,Delayed,499.0,Delayed Approval,High,36.0,0.0
O454920,2021-09-29,WH004,Dealer_C,Cust002,MC005,Type4,14.0,Critical Delay,302.0,Feature Update,High,27.0,4.0
O160536,2021-09-29,WH003,Dealer_A,Cust003,MC003,Type5,22.0,On-Time,355.0,Delayed Approval,High,31.0,15.0
O703152,2021-09-29,WH004,Dealer_D,Cust004,MC003,Type1,39.0,On-Time,75.0,Supplier Delay,Medium,29.0,0.0
O643729,2021-09-29,WH002,Dealer_A,Cust004,MC001,Type1,23.0,On-Time,152.0,Delayed Approval,High,27.0,0.0
O476881,2021-09-29,WH004,Dealer_D,Cust002,MC003,Type5,36.0,On-Time,369.0,Delayed Approval,Medium,48.0,0.0
O226281,2021-09-30,WH004,Dealer_A,Cust005,MC002,Type4,19.0,Critical Delay,486.0,Delayed Approval,Medium,47.0,0.0
O330152,2021-09-30,WH002,Dealer_B,Cust004,MC001,Type3,3.0,Critical Delay,462.0,Delayed Approval,Medium,10.0,7.0
O626661,2021-09-30,WH001,Dealer_D,Cust004,MC005,Type3,27.0,On-Time,353.0,Delayed Approval,High,10.0,11.0
O755202,2021-09-30,WH003,Dealer_D,Cust002,MC004,Type5,32.0,Critical Delay,459.0,Delayed Approval,Medium,41.0,0.0
O350480,2021-09-30,WH002,Dealer_D,Cust003,MC005,Type5,45.0,Delayed,353.0,Urgent Order Change,Medium,24.0,0.0
O978484,2021-10-01,WH004,Dealer_D,Cust001,MC004,Type3,21.0,On-Time,437.0,Delayed Approval,Medium,42.0,4.0
O209285,2021-10-01,WH001,Dealer_D,Cust004,MC001,Type2,28.0,Critical Delay,243.0,Delayed Approval,Medium,27.0,0.0
O811191,2021-10-01,WH004,Dealer_E,Cust001,MC003,Type1,12.0,Delayed,444.0,Delayed Approval,Medium,49.0,0.0
O173294,2021-10-02,WH004,Dealer_A,Cust002,MC003,Type3,1.0,On-Time,218.0,Delayed Approval,High,10.0,16.0
O104460,2021-10-02,WH002,Dealer_E,Cust002,MC002,Type2,18.0,Delayed,376.0,Feature Update,Low,48.0,15.0
O176209,2021-10-02,WH003,Dealer_C,Cust002,MC004,Type1,45.0,On-Time,258.0,Supplier Delay,High,30.0,17.0
Unknown,2021-10-02,WH003,Dealer_A,Cust005,MC002,Type5,30.0,Critical Delay,353.0,Delayed Approval,Medium,29.0,0.0
O394349,2021-10-02,WH002,Dealer_A,Cust001,MC004,Type2,37.0,On-Time,411.0,Delayed Approval,High,6.0,0.0
O149033,2021-10-03,WH003,Dealer_D,Cust002,MC003,Type4,15.0,Critical Delay,287.0,Delayed Approval,Medium,9.0,2.0
O735741,2021-10-03,WH001,Dealer_B,Cust005,MC002,Type1,10.0,On-Time,154.0,Supplier Delay,Medium,47.0,0.0
O951272,2021-10-03,WH003,Dealer_D,Cust005,MC001,Type4,28.0,Delayed,45.0,Urgent Order Change,Medium,22.0,6.0
